-132, 22, -126, 37.174438
-132, 22, -126, 37.179199
-129, 23, -133, 37.184234
-129, 23, -133, 37.189239
-129, 19, -127, 37.194213
-129, 19, -127, 37.199127
-127, 15, -131, 37.209442
-134, 24, -126, 37.21463
-134, 24, -126, 37.219085
-132, 22, -126, 37.224029
170.759398935
-130, 22, -132, 37.234069
-130, 22, -132, 37.238952
-127, 27, -127, 37.244079
-127, 27, -127, 37.249603
-131, 21, -127, 37.254455
-131, 21, -127, 37.259094
-138, 22, -122, 37.263977
-138, 22, -122, 37.269134
-129, 25, -129, 37.273864
-129, 25, -129, 37.279052
340.611423667
-130, 20, -130, 37.284057
-130, 20, -130, 37.289337
-126, 24, -128, 37.294311
-126, 24, -128, 37.29895
-122, 30, -130, 37.303863
-122, 30, -130, 37.309143
-131, 23, -129, 37.313995
-131, 23, -129, 37.318908
-134, 28, -130, 37.323944
-134, 28, -130, 37.332305
509.590368342
-133, 23, -127, 37.335266
-133, 23, -127, 37.338958
-129, 25, -125, 37.343994
-129, 25, -125, 37.349334
-130, 22, -130, 37.353912
-130, 22, -130, 37.358947
-132, 20, -124, 37.364074
-132, 20, -124, 37.36914
-132, 20, -134, 37.374267
-132, 20, -134, 37.379058
680.067386423
-133, 27, -129, 37.383728
-133, 27, -129, 37.388977
-137, 23, -131, 37.393737
-137, 23, -131, 37.398803
-130, 26, -124, 37.403656
-130, 26, -124, 37.40924
-130, 24, -126, 37.414123
-130, 24, -126, 37.41867
-128, 24, -132, 37.428771
-127, 25, -129, 37.433624
849.336833698
-127, 25, -129, 37.43869
-131, 23, -127, 37.443817
-131, 23, -127, 37.449096
-128, 22, -130, 37.45401
-128, 22, -130, 37.458648
-128, 26, -128, 37.463623
-128, 26, -128, 37.468597
-131, 27, -131, 37.473785
-131, 27, -131, 37.478607
-125, 23, -127, 37.48352
1018.61307265
-125, 23, -127, 37.489013
-131, 21, -127, 37.493988
-131, 21, -127, 37.498504
-131, 27, -129, 37.50354
-131, 27, -129, 37.508819
-124, 18, -126, 37.513458
-124, 18, -126, 37.518585
-131, 23, -131, 37.523468
-131, 23, -131, 37.5289
-134, 28, -124, 37.533935
1188.59622853
-134, 28, -124, 37.538757
-135, 25, -131, 37.543609
-135, 25, -131, 37.548492
-124, 22, -128, 37.553466
-124, 22, -128, 37.558502
-130, 22, -130, 37.563354
-130, 22, -130, 37.568817
-129, 29, -125, 37.573974
-129, 29, -125, 37.57843
-125, 21, -133, 37.583374
1357.89702749
-125, 21, -133, 37.588439
-128, 26, -128, 37.593383
-128, 26, -128, 37.598297
