-169, 33, -105, 601.289001
-169, 33, -105, 601.299285
-169, 33, -105, 601.304077
-169, 33, -105, 601.308898
-169, 33, -105, 601.314208
-169, 33, -105, 601.323913
-169, 33, -105, 601.329132
-169, 33, -105, 601.334289
-169, 33, -105, 601.33966
-169, 33, -105, 601.343902
-169, 33, -105, 601.348937
-169, 33, -105, 601.353881
-169, 33, -105, 601.358825
-169, 33, -105, 601.364013
-169, 33, -105, 601.368682
-169, 33, -105, 601.374267
-169, 33, -105, 601.379272
-169, 33, -105, 601.383941
-169, 33, -105, 601.388793
-169, 33, -105, 601.398651
-169, 33, -105, 601.403686
-169, 33, -105, 601.408691
-169, 33, -105, 601.414733
-169, 33, -105, 601.419403
-169, 33, -105, 601.423858
-169, 33, -105, 601.42871
-169, 33, -105, 601.433654
-169, 33, -105, 601.438659
-169, 33, -105, 601.443695
-169, 33, -105, 601.448913
-169, 33, -105, 601.454193
-169, 33, -105, 601.459838
-169, 33, -105, 601.463806
-169, 33, -105, 601.468933
-169, 33, -105, 601.473815
-169, 33, -105, 601.478637
-169, 33, -105, 601.483886
-169, 33, -105, 601.488616
-169, 33, -105, 601.494171
-169, 33, -105, 601.499511
-169, 33, -105, 601.508605
-169, 33, -105, 601.513732
-169, 33, -105, 601.523681
-169, 33, -105, 601.528778
-169, 33, -105, 601.534118
-169, 33, -105, 601.539367
-169, 33, -105, 601.543762
-169, 33, -105, 601.548645
-169, 33, -105, 601.553649
-169, 33, -105, 601.558593
-169, 33, -105, 601.563537
-169, 33, -105, 601.568542
-169, 33, -105, 601.57434
-169, 33, -105, 601.579681
-169, 33, -105, 601.583679
-169, 33, -105, 601.588592
-169, 33, -105, 601.593597
-169, 33, -105, 601.59848
-169, 33, -105, 601.603759
-169, 33, -105, 601.608673
-169, 33, -105, 601.614135
-169, 33, -105, 601.619262
-169, 33, -105, 601.623626
-169, 33, -105, 601.628662
-169, 33, -105, 601.638549
-169, 33, -105, 601.643707
-169, 33, -105, 601.648468
-169, 33, -105, 601.654083
-169, 33, -105, 601.659179
-169, 33, -105, 601.663574
-169, 33, -105, 601.668487
-169, 33, -105, 601.673583
-169, 33, -105, 601.678527
-169, 33, -105, 601.683776
-169, 33, -105, 601.688537
-169, 33, -105, 601.69403
-169, 33, -105, 601.699401
-169, 33, -105, 601.70343
-169, 33, -105, 601.708526
-169, 33, -105, 601.713562
-169, 33, -105, 601.718444
-169, 33, -105, 601.72348
-169, 33, -105, 601.728363
-169, 33, -105, 601.733917
-169, 33, -105, 601.738983
-169, 33, -105, 601.743621
-169, 33, -105, 601.748413
-169, 33, -105, 601.75357
-169, 33, -105, 601.758422
-169, 33, -105, 601.763397
-169, 33, -105, 601.768341
-169, 33, -105, 601.774475
-169, 33, -105, 601.779052
-169, 33, -105, 601.783477
-169, 33, -105, 601.788421
-169, 33, -105, 601.793457
-169, 33, -105, 601.7984
-169, 33, -105, 601.803375
-169, 33, -105, 601.808441
-169, 33, -105, 601.813903
-169, 33, -105, 601.819183
-169, 33, -105, 601.823364
-169, 33, -105, 601.828277
-169, 33, -105, 601.833587
-169, 33, -105, 601.838775
-169, 33, -105, 601.848327
-169, 33, -105, 601.853973
-169, 33, -105, 601.859008
-169, 33, -105, 601.863372
-169, 33, -105, 601.868469
-169, 33, -105, 601.873535
-169, 33, -105, 601.878295
-169, 33, -105, 601.883514
-169, 33, -105, 601.88861
-169, 33, -105, 601.894134
-169, 33, -105, 601.898834
-169, 33, -105, 601.903442
-169, 33, -105, 601.908355
-169, 33, -105, 601.913391
-169, 33, -105, 601.918304
-169, 33, -105, 601.923553
-169, 33, -105, 601.928222
-169, 33, -105, 601.938934
-169, 33, -105, 601.943237
-169, 33, -105, 601.948577
-169, 33, -105, 601.953552
-169, 33, -105, 601.958679
-169, 33, -105, 601.963195
-169, 33, -105, 601.968719
-169, 33, -105, 601.973785
-169, 33, -105, 601.978546
-169, 33, -105, 601.983154
-169, 33, -105, 601.98822
-169, 33, -105, 601.993469
-169, 33, -105, 602.008239
-169, 33, -105, 602.01361
-169, 33, -105, 602.018646
-169, 33, -105, 602.023162
-169, 33, -105, 602.028106
-169, 33, -105, 602.033843
-169, 33, -105, 602.038299
-169, 33, -105, 602.048065
-169, 33, -105, 602.053741
-169, 33, -105, 602.058746
-169, 33, -105, 602.063049
-169, 33, -105, 602.068298
-169, 33, -105, 602.07315
-169, 33, -105, 602.078186
-169, 33, -105, 602.083068
-169, 33, -105, 602.088043
-169, 33, -105, 602.093841
-169, 33, -105, 602.108123
-169, 33, -105, 602.113098
-169, 33, -105, 602.118072
-169, 33, -105, 602.123046
-169, 33, -105, 602.128204
-169, 33, -105, 602.133972
-169, 33, -105, 602.13916
-169, 33, -105, 602.142974
-169, 33, -105, 602.148101
-169, 33, -105, 602.152984
-169, 33, -105, 602.15802
-169, 33, -105, 602.16336
-169, 33, -105, 602.168487
-169, 33, -105, 602.173828
-169, 33, -105, 602.178314
-169, 33, -105, 602.183044
-169, 33, -105, 602.188018
-169, 33, -105, 602.192993
-169, 33, -105, 602.198089
-169, 33, -105, 602.20346
-169, 33, -105, 602.207977
-169, 33, -105, 602.213806
-169, 33, -105, 602.218566
-169, 33, -105, 602.223022
-169, 33, -105, 602.228332
-169, 33, -105, 602.233062
-169, 33, -105, 602.238067
-169, 33, -105, 602.243103
-169, 33, -105, 602.247894
-169, 33, -105, 602.253509
-169, 33, -105, 602.258422
-169, 33, -105, 602.263031
-169, 33, -105, 602.267944
-169, 33, -105, 602.273284
-169, 33, -105, 602.277923
-169, 33, -105, 602.282897
-169, 33, -105, 602.287841
-169, 33, -105, 602.293457
-169, 33, -105, 602.298309
-169, 33, -105, 602.303009
-169, 33, -105, 602.307922
-169, 33, -105, 602.312896
-169, 33, -105, 602.317901
-169, 33, -105, 602.322998
-169, 33, -105, 602.328338
-169, 33, -105, 602.333343
-169, 33, -105, 602.338348
-169, 33, -105, 602.342926
-169, 33, -105, 602.3479
-169, 33, -105, 602.352905
-169, 33, -105, 602.357971
-169, 33, -105, 602.363037
-169, 33, -105, 602.368164
-169, 33, -105, 602.373626
-169, 33, -105, 602.378204
-169, 33, -105, 602.382843
-169, 33, -105, 602.387908
-169, 33, -105, 602.39331
-169, 33, -105, 602.397918
-169, 33, -105, 602.40277
-169, 33, -105, 602.408111
-169, 33, -105, 602.41333
-169, 33, -105, 602.418212
-169, 33, -105, 602.427886
-169, 33, -105, 602.432952
-169, 33, -105, 602.44284
-169, 33, -105, 602.447814
-169, 33, -105, 602.453186
-169, 33, -105, 602.458374
-169, 33, -105, 602.462829
-169, 33, -105, 602.467712
-169, 33, -105, 602.473022
-169, 33, -105, 602.477752
-169, 33, -105, 602.482696
-169, 33, -105, 602.488037
-169, 33, -105, 602.493408
-169, 33, -105, 602.498291
-169, 33, -105, 602.502838
-169, 33, -105, 602.50769
-169, 33, -105, 602.512756
-169, 33, -105, 602.517822
-169, 33, -105, 602.522888
-169, 33, -105, 602.52777
-169, 33, -105, 602.533325
-169, 33, -105, 602.537994
-169, 33, -105, 602.542694
-169, 33, -105, 602.547607
-169, 33, -105, 602.552703
-169, 33, -105, 602.562683
-169, 33, -105, 602.567626
-169, 33, -105, 602.575927
-169, 33, -105, 602.579925
-169, 33, -105, 602.582611
-169, 33, -105, 602.587646
-169, 33, -105, 602.593109
-169, 33, -105, 602.597717
-169, 33, -105, 602.602996
-169, 33, -105, 602.607971
-169, 33, -105, 602.613281
-169, 33, -105, 602.618316
-169, 33, -105, 602.62268
-169, 33, -105, 602.627685
-169, 33, -105, 602.632965
-169, 33, -105, 602.637542
-169, 33, -105, 602.642578
-169, 33, -105, 602.647521
-169, 33, -105, 602.658111
-169, 33, -105, 602.662536
-169, 33, -105, 602.667907
-169, 33, -105, 602.672607
-169, 33, -105, 602.677734
-169, 33, -105, 602.682525
-169, 33, -105, 602.68814
-169, 33, -105, 602.697998
-169, 33, -105, 602.702606
-169, 33, -105, 602.707519
-169, 33, -105, 602.717529
-169, 33, -105, 602.723052
-169, 33, -105, 602.727478
-169, 33, -105, 602.733001
-169, 33, -105, 602.738281
-169, 33, -105, 602.742431
-169, 33, -105, 602.747741
-169, 33, -105, 602.752655
-169, 33, -105, 602.757446
-169, 33, -105, 602.76242
-169, 33, -105, 602.767425
-169, 33, -105, 602.773162
-169, 33, -105, 602.777923
-169, 33, -105, 602.78247
-169, 33, -105, 602.787963
-169, 33, -105, 602.79248
-169, 33, -105, 602.797454
-169, 33, -105, 602.802429
-169, 33, -105, 602.807373
-169, 33, -105, 602.812927
-169, 33, -105, 602.818176
-169, 33, -105, 602.822418
-169, 33, -105, 602.827392
-169, 33, -105, 602.832427
-169, 33, -105, 602.837432
-169, 33, -105, 602.84262
-169, 33, -105, 602.847351
-169, 33, -105, 602.853088
-169, 33, -105, 602.85791
-169, 33, -105, 602.862396
-169, 33, -105, 602.867401
-169, 33, -105, 602.872375
-169, 33, -105, 602.877349
-169, 33, -105, 602.882507
-169, 33, -105, 602.887329
-169, 33, -105, 602.893188
-169, 33, -105, 602.897857
-169, 33, -105, 602.902252
-169, 33, -105, 602.907592
-169, 33, -105, 602.912414
-169, 33, -105, 602.917541
-169, 33, -105, 602.922271
-169, 33, -105, 602.927337
-169, 33, -105, 602.937774
-169, 33, -105, 602.942291
-169, 33, -105, 602.947784
-169, 33, -105, 602.952423
-169, 33, -105, 602.957305
-169, 33, -105, 602.96228
-169, 33, -105, 602.967437
-169, 33, -105, 602.972778
-169, 33, -105, 602.977935
-169, 33, -105, 602.982482
-169, 33, -105, 602.987426
-169, 33, -105, 602.992279
-169, 33, -105, 602.997436
-169, 33, -105, 603.002166
-169, 33, -105, 603.012878
-169, 33, -105, 603.0177
-169, 33, -105, 603.022247
-169, 33, -105, 603.027313
-169, 33, -105, 603.032226
-169, 33, -105, 603.037292
-169, 33, -105, 603.042144
-169, 33, -105, 603.047363
-169, 33, -105, 603.0531
-169, 33, -105, 603.058105
-169, 33, -105, 603.062225
-169, 33, -105, 603.067108
-169, 33, -105, 603.072174
-169, 33, -105, 603.077697
-169, 33, -105, 603.082153
-169, 33, -105, 603.087158
-169, 33, -105, 603.092926
-169, 33, -105, 603.097686
-169, 33, -105, 603.102111
-169, 33, -105, 603.107452
-169, 33, -105, 603.112335
-169, 33, -105, 603.117492
-169, 33, -105, 603.1221
-169, 33, -105, 603.127136
-169, 33, -105, 603.132568
-169, 33, -105, 603.137634
-169, 33, -105, 603.142364
-169, 33, -105, 603.147064
-169, 33, -105, 603.15213
-169, 33, -105, 603.157135
-169, 33, -105, 603.162048
-169, 33, -105, 603.167327
-169, 33, -105, 603.172943
-169, 33, -105, 603.177825
-169, 33, -105, 603.182403
-169, 33, -105, 603.187072
-169, 33, -105, 603.19226
-169, 33, -105, 603.19699
-169, 33, -105, 603.201995
-169, 33, -105, 603.20758
-169, 33, -105, 603.214965
-169, 33, -105, 603.220214
-169, 33, -105, 603.222137
-169, 33, -105, 603.227081
-169, 33, -105, 603.232269
-169, 33, -105, 603.237091
-169, 33, -105, 603.242218
-169, 33, -105, 603.247497
