154.290176543, -106.13
154.290176543, -106.206
154.290176543, -106.261
154.290176543, -106.223
154.290176543, -106.199
154.290176543, -106.129
154.290176543, -105.984
154.290176543, -105.937
154.290176543, -106.001
154.290176543, -106.278
154.290176543, -106.757
154.290176543, -107.323
154.290176543, -108.137
154.290176543, -108.911
154.290176543, -109.744
154.290176543, -110.376
154.290176543, -111.099
154.290176543, -111.952
154.290176543, -112.805
154.290176543, -113.66
154.290176543, -114.412
154.290176543, -115.008
154.290176543, -115.424
154.290176543, -115.614
154.290176543, -115.817
154.290176543, -116.052
154.290176543, -116.303
154.290176543, -116.615
154.290176543, -116.866
154.290176543, -117.216
154.290176543, -117.585
154.290176543, -117.936
154.290176543, -118.02
154.290176543, -117.966
154.290176543, -117.95
154.290176543, -118.02
154.290176543, -117.915
154.290176543, -117.668
154.290176543, -117.065
154.290176543, -116.207
154.290176543, -114.982
154.290176543, -113.668
154.290176543, -112.395
154.290176543, -111.29
154.290176543, -110.187
154.290176543, -109.001
154.290176543, -107.771
154.290176543, -106.139
154.290176543, -104.592
154.290176543, -102.963
154.290176543, -101.304
154.290176543, -99.635
154.290176543, -98.463
154.290176543, -97.2
154.290176543, -95.581
154.290176543, -93.45
154.290176543, -91.12
154.290176543, -88.598
154.290176543, -86.14
154.290176543, -83.574
154.290176543, -80.828
154.290176543, -78.217
154.290176543, -76.058
154.290176543, -73.757
154.290176543, -71.679
154.290176543, -69.205
154.290176543, -66.536
154.290176543, -63.794
154.290176543, -60.842
154.290176543, -57.708
154.290176543, -54.526
154.290176543, -51.104
154.290176543, -47.352
154.290176543, -43.232
154.290176543, -38.977
154.290176543, -34.788
154.290176543, -31.419
154.290176543, -28.234
154.290176543, -25.056
154.290176543, -21.651
154.290176543, -17.886
154.290176543, -13.819
154.290176543, -9.73
154.290176543, -5.915
154.290176543, -2.395
154.290176543, 0.982
154.290176543, 4.432
154.290176543, 7.024
154.290176543, 9.326
154.290176543, 11.666
154.290176543, 14.604
154.290176543, 17.616
154.290176543, 21.257
154.290176543, 25.024
154.290176543, 28.347
154.290176543, 31.595
154.290176543, 35.206
154.290176543, 38.913
154.290176543, 42.664
154.290176543, 45.755
154.290176543, 48.762
154.290176543, 51.813
154.290176543, 55.035
154.290176543, 58.567
154.290176543, 62.796
154.290176543, 66.464
154.290176543, 69.74
154.290176543, 73.41
154.290176543, 77.566
154.290176543, 82.221
154.290176543, 87.055
154.290176543, 90.982
154.290176543, 95.018
154.290176543, 98.911
154.290176543, 102.68
154.290176543, 106.24
154.290176543, 109.379
154.290176543, 112.726
154.290176543, 116.732
154.290176543, 121.019
154.290176543, 125.465
154.290176543, 129.801
154.290176543, 133.772
154.290176543, 137.422
154.290176543, 140.473
154.290176543, 143.271
154.290176543, 146.649
154.290176543, 150.225
154.290176543, 153.783
154.290176543, 157.067
154.290176543, 159.878
154.290176543, 162.351
154.290176543, 165.049
154.290176543, 168.901
154.290176543, 172.264
154.290176543, 175.148
154.290176543, 177.763
154.290176543, -179.692
154.290176543, -176.861
154.290176543, -173.758
154.290176543, -170.424
154.290176543, -166.849
154.290176543, -163.213
154.290176543, -159.797
154.290176543, -156.531
154.290176543, -153.221
154.290176543, -149.356
154.290176543, -145.315
154.290176543, -141.753
154.290176543, -139.123
154.290176543, -137.064
154.290176543, -134.843
154.290176543, -132.357
154.290176543, -129.9
154.290176543, -127.94
154.290176543, -126.344
154.290176543, -125.17
154.290176543, -124.443
154.290176543, -123.774
154.290176543, -123.371
154.290176543, -123.17
154.290176543, -122.716
154.290176543, -121.849
154.290176543, -121.107
154.290176543, -120.69
154.290176543, -120.371
154.290176543, -120.278
154.290176543, -120.52
154.290176543, -120.56
154.290176543, -120.391
154.290176543, -120.315
154.290176543, -120.312
154.290176543, -120.424
154.290176543, -120.41
154.290176543, -119.959
154.290176543, -119.849
154.290176543, -119.639
154.290176543, -119.58
154.290176543, -119.482
154.290176543, -119.434
154.290176543, -119.13
154.290176543, -118.864
154.290176543, -118.781
154.290176543, -118.757
154.290176543, -118.695
154.290176543, -118.742
154.290176543, -118.655
154.290176543, -118.649
154.290176543, -118.511
154.290176543, -118.501
154.290176543, -118.545
154.290176543, -118.444
154.290176543, -118.522
154.290176543, -118.562
154.290176543, -118.657
154.290176543, -118.697
154.290176543, -118.729
154.290176543, -118.813
154.290176543, -118.714
154.290176543, -118.829
154.290176543, -118.619
